program_base,program,mode,approx_type,N,dist,K,tempo_mean,tempo_std,ipc_mean,cache_miss_rate_mean,cache_misses_mean,checksum_mean,error_abs_mean,error_rel_mean,rmse_mean,error_max_mean,parameter_type,kernel_size,block_size,tempo_exact_mean,speedup_vs_exact
conv_malloc,conv_malloc_approx,approx,float,512,1,5,0.0061155,0.00033222657930996434,1.997027380111693,0.23807343319649893,141384.4,-129.1899277,1.69344e-08,6.013779e-07,2.33269e-08,2.2306989999999998e-07,K,5.0,,0.0055531,0.9080369552775733
conv_malloc,conv_malloc_approx,approx,float,512,1,7,0.0104906,1.9664971678369883e-05,2.0391392457193462,0.24192062041366408,145256.1,-135.1654486,1.54399e-08,8.857777000000001e-07,2.16162e-08,2.1643779999999998e-07,K,7.0,,0.0093845,0.8945627514155531
conv_malloc,conv_malloc_approx,approx,float,512,2,3,0.0043305999999999996,0.00024063536269172429,1.9924629691484093,0.2385147399016486,140150.3,260308.3801341,3.97003e-08,3.96756e-08,5.3813700000000005e-08,5.558719e-07,K,3.0,,0.0029765,0.687318154528241
conv_malloc,conv_malloc_approx,approx,float,512,2,5,0.0068214999999999994,0.001076643885207897,2.0803388074549893,0.23560757385714642,139413.5,258278.5395743,6.05382e-08,6.03147e-08,7.919259999999999e-08,5.746869e-07,K,5.0,,0.0060799,0.8912849080114346
conv_malloc,conv_malloc_approx,approx,float,512,2,7,0.0106919,0.00036340196599480467,2.114882071135883,0.23541566484709553,140477.5,256252.95621369997,8.0256e-08,7.98517e-08,1.0404709999999998e-07,6.408758000000001e-07,K,7.0,,0.0095159,0.8900101946333205
conv_malloc,conv_malloc_approx,approx,float,1024,0,3,0.015074399999999998,0.00032301159249923045,1.7931219596300738,0.5114309393939038,981268.0,522340.16629029997,1.99846e-08,3.9836e-08,2.56745e-08,1.4375189999999998e-07,K,3.0,,0.0101968,0.6764315660988166
conv_malloc,conv_malloc_approx,approx,float,1024,0,5,0.0238312,0.0001907026772520802,1.9347940785427329,0.5073498482357948,979693.3,520300.7627212,2.98688e-08,5.95079e-08,3.80309e-08,2.154092e-07,K,5.0,,0.0219619,0.9215608110376313
conv_malloc,conv_malloc_approx,approx,float,1024,0,7,0.0421354,0.00044308193373235035,2.013313067175562,0.5078291557984447,992084.9,518263.7152085,3.96564e-08,7.908e-08,5.03924e-08,2.874703e-07,K,7.0,,0.037861,0.8985556088229848
conv_malloc,conv_malloc_approx,approx,float,1024,1,3,0.014771999999999999,0.00024180616663398418,1.9429497787381025,0.4922784000768846,959017.9,-559.3560706999999,1.86115e-08,3.862674e-07,2.5613099999999998e-08,2.6020799999999997e-07,K,3.0,,0.010087200000000001,0.6828594638505282
conv_malloc,conv_malloc_approx,approx,float,1024,1,5,0.023871700000000003,0.0002900107469273035,2.011251085863364,0.5002147902424692,977214.0,-567.7690964999999,1.69211e-08,7.526611e-07,2.3163e-08,2.4863390000000004e-07,K,5.0,,0.0216953,0.9088292832098258
conv_malloc,conv_malloc_approx,approx,float,1024,1,7,0.0421996,0.0004980814748166763,2.0523658087995797,0.5022719020287272,997457.3,-577.7456958,1.5709e-08,9.540964e-07,2.1881e-08,2.560323e-07,K,7.0,,0.037364999999999995,0.8854349330325405
conv_malloc,conv_malloc_approx,approx,float,1024,2,3,0.014820900000000001,0.0001953802275905455,2.004434524884318,0.5095957419300116,979902.2,1044881.5378384,4.08231e-08,4.07783e-08,5.49036e-08,5.675576e-07,K,3.0,,0.0101594,0.6854779399361712
conv_malloc,conv_malloc_approx,approx,float,1024,2,5,0.023934900000000002,0.00022776374211498597,2.094269632935352,0.5055117095748862,979712.1,1040801.9271346001,6.13901e-08,6.11305e-08,7.97362e-08,5.466226e-07,K,5.0,,0.0219605,0.9175095780638315
conv_malloc,conv_malloc_approx,approx,float,1024,2,7,0.0419749,0.0005949194996897583,2.131320387654409,0.5035476360117501,988611.4,1036732.1651922001,8.14753e-08,8.11428e-08,1.0481599999999999e-07,6.919679e-07,K,7.0,,0.0379821,0.9048764857093167
conv_malloc,conv_malloc_approx,approx,float,2048,0,3,0.0589893,0.0007245602574435525,1.7718834927770089,0.6870223866163843,4673868.5,2093281.0094246,2.13387e-08,4.24217e-08,2.74954e-08,1.5654229999999998e-07,K,3.0,,0.0409265,0.6937953154216103
conv_malloc,conv_malloc_approx,approx,float,2048,0,5,0.0956761,0.0011089992936577288,1.9485552209631969,0.6813083009568235,4710638.0,2089198.0714134998,3.04699e-08,6.07027e-08,3.8774299999999997e-08,2.4274790000000003e-07,K,5.0,,0.08644579999999999,0.9035255408613018
conv_malloc,conv_malloc_approx,approx,float,2048,0,7,0.1681088,0.0017473709648751915,2.0270630287581417,0.6636084887116718,4801033.9,2085115.5496725999,4.04837e-08,8.07534e-08,5.12874e-08,3.102258e-07,K,7.0,,0.1500568,0.8926171622187535
conv_malloc,conv_malloc_approx,approx,float,2048,1,3,0.057334399999999994,0.00040850437234162294,1.9419782101840344,0.6814602598225088,4677900.5,-501.23367959999996,1.85569e-08,5.715176000000001e-07,2.5556300000000004e-08,2.806305e-07,K,3.0,,0.0397231,0.6928318775464642
conv_malloc,conv_malloc_approx,approx,float,2048,1,5,0.0934933,0.0007680639513304444,2.0147221716764383,0.671772337407085,4729517.7,-516.9343127,1.6793700000000002e-08,1.1184138e-06,2.28973e-08,2.564163e-07,K,5.0,,0.0847725,0.9067227277248744
conv_malloc,conv_malloc_approx,approx,float,2048,1,7,0.164113,0.00031193161643753697,2.0542803097746005,0.65662630342437,4763501.2,-526.7654842,1.5871999999999998e-08,1.0207355e-06,2.20499e-08,2.791746e-07,K,7.0,,0.1464684,0.8924850560284682
conv_malloc,conv_malloc_approx,approx,float,2048,2,3,0.0594353,0.0009595643745413234,2.021551619643537,0.6886190731235362,4711783.8,4186744.4317052,4.32784e-08,4.3085600000000004e-08,5.8475299999999996e-08,6.580784e-07,K,3.0,,0.0406341,0.683669469153853
conv_malloc,conv_malloc_approx,approx,float,2048,2,5,0.0957066,0.0012086574921512448,2.109528829007533,0.6847242066673564,4771375.0,4178582.8094565,6.26513e-08,6.237799999999999e-08,8.14301e-08,6.478628e-07,K,5.0,,0.0869331,0.9083292061362539
conv_malloc,conv_malloc_approx,approx,float,2048,2,7,0.1661489,0.0008521509321189014,2.141531589409273,0.6618650326241241,4773704.7,4170434.0061486,8.31176e-08,8.27988e-08,1.0669329999999999e-07,7.833743e-07,K,7.0,,0.14898260000000002,0.8966812299088349
conv_malloc,conv_malloc_approx,approx,skip_kernel,512,0,3,0.0027792999999999997,0.00041032996207659246,1.5942468747196463,0.21867915252960363,105285.4,130078.59920649999,0.1143777242961,0.241803987286,0.1422623975383,0.5417201368906001,K,3.0,,0.0032589,1.1725614363328896
conv_malloc,conv_malloc_approx,approx,skip_kernel,512,0,5,0.0034886,0.0003183087948657543,1.8689001913672727,0.2197646928779427,105731.5,129063.9375518,0.0757838792158,0.15443669216130002,0.0951226979259,0.40037515293690007,K,5.0,,0.0061849,1.7728888379292553
conv_malloc,conv_malloc_approx,approx,skip_kernel,512,0,7,0.0044221,9.498005638612308e-05,2.028888012444352,0.21995901480583485,106809.3,128050.67010900001,0.05455194639410001,0.110116855588,0.0689383031862,0.31102430864950004,K,7.0,,0.009867299999999999,2.231360665747043
conv_malloc,conv_malloc_approx,approx,skip_kernel,512,1,3,0.0023606,0.00015759737730474242,1.8404805774989588,0.22820748427935902,111404.4,-119.57803900000002,0.2935268489811,12.835710333651301,0.3693691097053,1.7405085732263998,K,3.0,,0.0026496,1.1224265017368464
conv_malloc,conv_malloc_approx,approx,skip_kernel,512,1,5,0.0033087,0.0001987063998298328,1.971818965703092,0.22671979914344603,111063.6,-122.7873689,0.2397619601888,12.3593216261494,0.30292438916069997,1.4340803654714,K,5.0,,0.0055531,1.678332879983075
conv_malloc,conv_malloc_approx,approx,skip_kernel,512,1,7,0.0043905,9.969397619159156e-06,2.0546136565294684,0.2262810866845369,111552.7,-131.8818071,0.1787461117576,13.738836135183998,0.2267054515341,1.1082271516857,K,7.0,,0.0093845,2.137455870629769
conv_malloc,conv_malloc_approx,approx,skip_kernel,512,2,3,0.0026252000000000003,0.0001504377316736433,1.7730198033411628,0.21934267899708013,106257.4,260303.0961371,0.3740172685354,0.3745841687439,0.49345211162649993,3.6306712632918,K,3.0,,0.0029765,1.1338183757428004
conv_malloc,conv_malloc_approx,approx,skip_kernel,512,2,5,0.0035132,0.0002601810480757154,2.0559265686738053,0.22045491164368772,108083.8,258279.7431451,0.2550835554263,0.253095126107,0.3299356817051,2.2925400252564,K,5.0,,0.0060799,1.730587498576796
conv_malloc,conv_malloc_approx,approx,skip_kernel,512,2,7,0.0044446,0.0001365350585828495,2.1089355515125834,0.2177935216073818,107150.5,256252.0009151,0.1862958924276,0.1854513823586,0.2390800909463,1.4471858841703,K,7.0,,0.0095159,2.1410025649102282
conv_malloc,conv_malloc_approx,approx,skip_kernel,1024,0,3,0.009120300000000001,0.00027124365840001133,1.5867342980665327,0.4728022968897035,722783.1,522340.53129230003,0.0939653703595,0.1971800501678,0.1167023300164,0.46181189422490004,K,3.0,,0.0101968,1.1180333980241877
conv_malloc,conv_malloc_approx,approx,skip_kernel,1024,0,5,0.012998200000000001,0.00014395585743167468,1.8702184595994555,0.4911162198137105,755151.1,520300.865458,0.070032789697,0.1424245862569,0.0876400963141,0.40114600907979997,K,5.0,,0.0219619,1.6896108691972733
conv_malloc,conv_malloc_approx,approx,skip_kernel,1024,0,7,0.017663,0.00022899490532906405,2.037513598151008,0.4941488243933083,776010.3,518262.7046917,0.054219138699000004,0.10936237311659999,0.0681456570234,0.3261256486159,K,7.0,,0.037861,2.1435203532808695
conv_malloc,conv_malloc_approx,approx,skip_kernel,1024,1,3,0.008938699999999999,0.0001334433296280567,1.8606588787107063,0.4716707045715964,732290.3,-547.3102458000001,0.3560852395845,18.0418469526484,0.44724970548379994,2.2856900383128997,K,3.0,,0.010087200000000001,1.1284862452034414
conv_malloc,conv_malloc_approx,approx,skip_kernel,1024,1,5,0.012941900000000001,0.00013967935503223866,1.9888093817159607,0.47069496390654253,741135.6,-558.3565625,0.2446522814807,16.1343657690638,0.3077956770577,1.5692961889243,K,5.0,,0.0216953,1.6763612761650144
conv_malloc,conv_malloc_approx,approx,skip_kernel,1024,1,7,0.0179078,0.00041535655365801855,2.068732174477332,0.47390709823192656,755641.5,-576.6510695,0.1931673706643,15.542767951626999,0.2435162453426,1.2621991192411,K,7.0,,0.037364999999999995,2.086520957348194
conv_malloc,conv_malloc_approx,approx,skip_kernel,1024,2,3,0.0090587,0.00022499780245840425,1.869612529976989,0.48345074529519333,740023.8,1044885.8665914001,0.3080176979845,0.3056768283982,0.40466951725550004,3.4258736750689005,K,3.0,,0.0101594,1.1215075010763136
conv_malloc,conv_malloc_approx,approx,skip_kernel,1024,2,5,0.012927600000000001,0.00013076034057261604,2.0850223105756283,0.4784499892169989,741548.1,1040804.3199679,0.2368419138058,0.23575341093920002,0.3038727041189,2.2141903944181,K,5.0,,0.0219605,1.6987298493146445
conv_malloc,conv_malloc_approx,approx,skip_kernel,1024,2,7,0.017648,0.00016552005585091284,2.2159928598255214,0.49938304836751596,788767.2,1036730.9741934,0.1854151953579,0.18480256729310002,0.23625510696639998,1.560809155697,K,7.0,,0.0379821,2.1522042157751584
conv_malloc,conv_malloc_approx,approx,skip_kernel,2048,0,3,0.0358788,0.0004855587388657403,1.5957964864890886,0.687839192567498,3829178.0,2093276.9145651,0.1038169627375,0.2193916405296,0.128808550499,0.5187048545599,K,3.0,,0.0409265,1.1406875369298861
conv_malloc,conv_malloc_approx,approx,skip_kernel,2048,0,5,0.0525838,0.0006490592850853887,1.8827276648740643,0.6764642927340814,3968902.6,2089196.8942357,0.0684540425308,0.1393534892173,0.0855619958583,0.40064503759869996,K,5.0,,0.08644579999999999,1.6439625892385106
conv_malloc,conv_malloc_approx,approx,skip_kernel,2048,0,7,0.07202159999999999,0.00170308890614149,2.0476860700632202,0.6184705420740891,3970972.7,2085114.7661561999,0.055204066139700005,0.11142237408530001,0.0691721247343,0.344426224598,K,7.0,,0.1500568,2.083497173070301
conv_malloc,conv_malloc_approx,approx,skip_kernel,2048,1,3,0.0354101,0.0005282344702455073,1.8647071759558032,0.6774075993026379,3850641.4,-504.54236520000006,0.357379949395,15.808733436946099,0.4483538896475,2.3549039888148,K,3.0,,0.0397231,1.1218014069432167
conv_malloc,conv_malloc_approx,approx,skip_kernel,2048,1,5,0.0507923,0.000583734157529492,1.9934984962813194,0.6650878099083802,3987346.4,-515.9543313,0.2424063241553,17.023379106605198,0.30439582296059997,1.5998429599367001,K,5.0,,0.0847725,1.6690029787979674
conv_malloc,conv_malloc_approx,approx,skip_kernel,2048,1,7,0.0696088,0.000754410851813075,2.077296169433365,0.6120963549716352,3976668.4,-521.7388388,0.1989425530174,18.8674666470979,0.2500572309316,1.3479593180295,K,7.0,,0.1464684,2.104164990633368
conv_malloc,conv_malloc_approx,approx,skip_kernel,2048,2,3,0.036553,0.0005709199204402981,1.881567752338072,0.6921570050655974,3894922.4,4186735.2980059,0.3397508092902,0.34107021801829995,0.44624063757009996,4.0870274546076,K,3.0,,0.0406341,1.1116488386726122
conv_malloc,conv_malloc_approx,approx,skip_kernel,2048,2,5,0.052166199999999996,0.0007395767257920781,2.1011152787564,0.6696748458567392,3984200.4,4178585.7265729,0.23162163633710003,0.2303761211275,0.2964267248857,2.2258988998048,K,5.0,,0.0869331,1.6664641089441057
conv_malloc,conv_malloc_approx,approx,skip_kernel,2048,2,7,0.0707072,0.0009182210820687756,2.2334737970997756,0.6114836259288857,3964465.6,4170434.6504117,0.1884841484129,0.1878786844077,0.2396405838294,1.7209313471357,K,7.0,,0.14898260000000002,2.1070357757060103
dgemm,dgemm,exact,none,512,-,8,0.1005789,0.0011044925883761205,2.89055178417654,0.002538319470400864,203933.2,33545318.1188053,0.0,0.0,0.0,0.0,BS,,8.0,0.1005789,1.0
dgemm,dgemm,exact,none,512,-,16,0.111825,0.0015717442540057235,2.2392548282600817,0.00631574542279639,193985.2,33545318.1188053,0.0,0.0,0.0,0.0,BS,,16.0,0.111825,1.0
dgemm,dgemm,exact,none,512,-,32,0.1401298,0.0018741366486405937,1.6722384910378971,0.004024075019838405,190384.1,33545318.1188053,0.0,0.0,0.0,0.0,BS,,32.0,0.1401298,1.0
dgemm,dgemm,exact,none,512,-,64,0.1760833,0.0015172341099660433,1.292830875271552,0.001235561548808011,197302.4,33545318.1188053,0.0,0.0,0.0,0.0,BS,,64.0,0.1760833,1.0
dgemm,dgemm,exact,none,512,-,128,0.1931939,0.001180722231894061,1.1625612325545405,0.0008008085625889942,191705.4,33545318.1188053,0.0,0.0,0.0,0.0,BS,,128.0,0.1931939,1.0
dgemm,dgemm,exact,none,1024,-,8,0.8242744,0.01641597369231163,2.8409750589687115,0.0586186546226327,38664041.6,268524100.3030836,0.0,0.0,0.0,0.0,BS,,8.0,0.8242744,1.0
dgemm,dgemm,exact,none,1024,-,16,0.8816392000000001,0.015940055003390376,2.2552287550703083,0.04108829305463097,11815724.6,268524100.3030836,0.0,0.0,0.0,0.0,BS,,16.0,0.8816392000000001,1.0
dgemm,dgemm,exact,none,1024,-,32,1.1073964,0.013888297601458086,1.667800026191373,0.01442166799519858,5722333.6,268524100.3030836,0.0,0.0,0.0,0.0,BS,,32.0,1.1073964,1.0
dgemm,dgemm,exact,none,1024,-,64,1.4116143,0.012533010634586844,1.2642981200058476,0.0026479078542832294,3522277.4,268524100.3030836,0.0,0.0,0.0,0.0,BS,,64.0,1.4116143,1.0
dgemm,dgemm,exact,none,1024,-,128,1.5108225000000002,0.009181741764683497,1.1595732327184491,0.0013121544662425071,2415031.8,268524100.3030836,0.0,0.0,0.0,0.0,BS,,128.0,1.5108225000000002,1.0
dgemm,dgemm,exact,none,2048,-,8,8.1318556,0.11885161819886544,2.3305841466158834,0.26801357014195965,1416611449.5,2147388199.3530266,0.0,0.0,0.0,0.0,BS,,8.0,8.1318556,1.0
dgemm,dgemm,exact,none,2048,-,16,7.6093203,0.20599604869244434,2.105619773822238,0.1910920302375675,503970204.5,2147388199.3530266,0.0,0.0,0.0,0.0,BS,,16.0,7.6093203,1.0
dgemm,dgemm,exact,none,2048,-,32,10.3681319,0.1293668701642733,1.430910331541879,0.03356044030758028,173003219.3,2147388199.3530266,0.0,0.0,0.0,0.0,BS,,32.0,10.3681319,1.0
dgemm,dgemm,exact,none,2048,-,64,11.3494983,0.1212279049357949,1.2557363705396085,0.004410119786712551,47774749.0,2147388199.3530266,0.0,0.0,0.0,0.0,BS,,64.0,11.3494983,1.0
dgemm,dgemm,exact,none,2048,-,128,12.0881197,0.1050333380853169,1.1561736542152254,0.0013700551331274897,20281631.7,2147388199.3530266,0.0,0.0,0.0,0.0,BS,,128.0,12.0881197,1.0
dgemm,dgemm_approx,approx,float,512,-,8,0.0937308,0.0012513092521213318,2.8291284995258676,0.02056039429602504,256221.6,33545318.1170716,3.11919328e-05,2.43585e-07,3.91658345e-05,0.0001927985237,BS,,8.0,0.1005789,1.0730613629671357
dgemm,dgemm_approx,approx,float,512,-,16,0.088573,0.0008198991807939935,2.456892976426171,0.015801435244508576,257825.4,33545318.1170716,3.11919328e-05,2.43585e-07,3.91658345e-05,0.0001927985237,BS,,16.0,0.111825,1.2625179230691068
dgemm,dgemm_approx,approx,float,512,-,32,0.1112055,0.0014137862678322763,1.8258661542286139,0.02270638531114044,259750.4,33545318.1170716,3.11919328e-05,2.43585e-07,3.91658345e-05,0.0001927985237,BS,,32.0,0.1401298,1.260097746963954
dgemm,dgemm_approx,approx,float,512,-,64,0.11913130000000001,0.0013096563629016941,1.6341412959286958,0.0115522297791656,261292.9,33545318.1170716,3.11919328e-05,2.43585e-07,3.91658345e-05,0.0001927985237,BS,,64.0,0.1760833,1.4780607615295056
dgemm,dgemm_approx,approx,float,512,-,128,0.1368023,0.0015594335901929963,1.3994433214025224,0.001901729653855541,261270.4,33545318.1170716,3.11919328e-05,2.43585e-07,3.91658345e-05,0.0001927985237,BS,,128.0,0.1931939,1.4122123677745186
dgemm,dgemm_approx,approx,float,1024,-,8,0.7695508999999999,0.0199007967872311,2.744783404466469,0.009110085739529542,4613089.8,268524100.2702088,8.7378326e-05,3.410739e-07,0.00010964780120000001,0.000558900647,BS,,8.0,0.8242744,1.071110955753544
dgemm,dgemm_approx,approx,float,1024,-,16,0.7953481,0.01694293661054334,2.1988253607292974,0.01778811800860176,5039423.9,268524100.2702088,8.7378326e-05,3.410739e-07,0.00010964780120000001,0.000558900647,BS,,16.0,0.8816392000000001,1.108494758458592
dgemm,dgemm_approx,approx,float,1024,-,32,1.0397268,0.021124087924031625,1.5434566185554481,0.005359014714279867,2030402.0,268524100.2702088,8.7378326e-05,3.410739e-07,0.00010964780120000001,0.000558900647,BS,,32.0,1.1073964,1.0650840201483698
dgemm,dgemm_approx,approx,float,1024,-,64,1.3761896,0.01792819348400726,1.1195332545083383,0.001467471657487013,1816616.8,268524100.2702088,8.7378326e-05,3.410739e-07,0.00010964780120000001,0.000558900647,BS,,64.0,1.4116143,1.025741147876717
dgemm,dgemm_approx,approx,float,1024,-,128,1.4914919,0.008478548086527378,1.0098268564120942,0.001067253024239038,1832376.6,268524100.2702088,8.7378326e-05,3.410739e-07,0.00010964780120000001,0.000558900647,BS,,128.0,1.5108225000000002,1.0129605799401258
dgemm,dgemm_approx,approx,float,2048,-,8,8.1390592,0.480439898857934,2.1043080629260285,0.4236525531616716,1780762555.5,2147388196.671222,0.0002452142002,4.788539e-07,0.00030750354400000004,0.0016501900952999998,BS,,8.0,8.1318556,0.9991149345614785
dgemm,dgemm_approx,approx,float,2048,-,16,7.114182099999999,0.24119698988146143,1.9764671273116492,0.34636007695741544,885010509.0,2147388196.671222,0.0002452142002,4.788539e-07,0.00030750354400000004,0.0016501900952999998,BS,,16.0,7.6093203,1.0695987526099453
dgemm,dgemm_approx,approx,float,2048,-,32,9.015862,0.5084115762098873,1.4236433206457493,0.034523195524728885,243595231.2,2147388196.671222,0.0002452142002,4.788539e-07,0.00030750354400000004,0.0016501900952999998,BS,,32.0,10.3681319,1.1499878658302445
dgemm,dgemm_approx,approx,float,2048,-,64,11.6192521,0.20262401881944908,1.0540108285628254,0.0021418444007347244,25953888.3,2147388196.671222,0.0002452142002,4.788539e-07,0.00030750354400000004,0.0016501900952999998,BS,,64.0,11.3494983,0.9767838930011683
dgemm,dgemm_approx,approx,float,2048,-,128,12.0019593,0.17543896271799672,0.9960433473318948,0.0010235920095502129,14615534.5,2147388196.671222,0.0002452142002,4.788539e-07,0.00030750354400000004,0.0016501900952999998,BS,,128.0,12.0881197,1.0071788612047703
dgemm,dgemm_approx,approx,skip_k,512,-,8,0.0769391,0.0008502452522001454,3.1241808053350515,0.009886477128488629,179656.7,33539380.4986882,3.9110040260931003,0.0305811858481,4.901370203103,22.717462965058598,BS,,8.0,0.1005789,1.307253399116964
dgemm,dgemm_approx,approx,skip_k,512,-,16,0.06354699999999999,0.0006302038470914723,2.7481457801960145,0.011967746079330464,184313.1,33539380.4986882,3.9110040260931003,0.0305811858481,4.901370203103,22.717462965058598,BS,,16.0,0.111825,1.7597211512738604
dgemm,dgemm_approx,approx,skip_k,512,-,32,0.0653738,0.0007429162955691739,2.2593947079288967,0.020964517157483705,187140.7,33539380.4986882,3.9110040260931003,0.0305811858481,4.901370203103,22.717462965058598,BS,,32.0,0.1401298,2.143516209857772
dgemm,dgemm_approx,approx,skip_k,512,-,64,0.0759726,0.0012313763031665062,1.7884414429961921,0.009289559796864907,192282.7,33539380.4986882,3.9110040260931003,0.0305811858481,4.901370203103,22.717462965058598,BS,,64.0,0.1760833,2.3177211257742925
dgemm,dgemm_approx,approx,skip_k,512,-,128,0.0914703,0.0009354893015600624,1.4524572531765156,0.0021776053508059273,177003.2,33539380.4986882,3.9110040260931003,0.0305811858481,4.901370203103,22.717462965058598,BS,,128.0,0.1931939,2.1120943082071446
dgemm,dgemm_approx,approx,skip_k,1024,-,8,0.5968521,0.0037350866849973547,3.2456536814155212,0.015192207960682777,2196899.1,268437730.03232896,5.6035744708015995,0.0218902057521,7.0232727369212995,34.908502703644096,BS,,8.0,0.8242744,1.3810362734754555
dgemm,dgemm_approx,approx,skip_k,1024,-,16,0.491627,0.001911213110973109,2.8792267753340637,0.015020622002610942,1892001.6,268437730.03232896,5.6035744708015995,0.0218902057521,7.0232727369212995,34.908502703644096,BS,,16.0,0.8816392000000001,1.7933091551114972
dgemm,dgemm_approx,approx,skip_k,1024,-,32,0.5200642,0.00922940818856284,2.2897252319036316,0.02045263837115501,1726784.1,268437730.03232896,5.6035744708015995,0.0218902057521,7.0232727369212995,34.908502703644096,BS,,32.0,1.1073964,2.129345569258565
dgemm,dgemm_approx,approx,skip_k,1024,-,64,0.638896,0.009793152857424875,1.709417389311423,0.006508818443057791,1537529.2,268437730.03232896,5.6035744708015995,0.0218902057521,7.0232727369212995,34.908502703644096,BS,,64.0,1.4116143,2.209458659938394
dgemm,dgemm_approx,approx,skip_k,1024,-,128,0.7109851,0.009914861084363335,1.4652153759700872,0.0022336830964078177,1477050.8,268437730.03232896,5.6035744708015995,0.0218902057521,7.0232727369212995,34.908502703644096,BS,,128.0,1.5108225000000002,2.1249706920721687
dgemm,dgemm_approx,approx,skip_k,2048,-,8,5.3321885,0.09549503343717235,2.952753726938708,0.38362469877374916,460680147.0,2147126630.9861484,7.9312120242191,0.0154935293869,9.943553352454199,51.9987398363437,BS,,8.0,8.1318556,1.5250502865755777
dgemm,dgemm_approx,approx,skip_k,2048,-,16,4.0305206,0.05118345574543054,2.8515558929741625,0.11285669880375322,121269707.0,2147126630.9861484,7.9312120242191,0.0154935293869,9.943553352454199,51.9987398363437,BS,,16.0,7.6093203,1.8879249246362866
dgemm,dgemm_approx,approx,skip_k,2048,-,32,4.6709693,0.0708895062741229,2.06556862672403,0.05568605330506208,43920806.0,2147126630.9861484,7.9312120242191,0.0154935293869,9.943553352454199,51.9987398363437,BS,,32.0,10.3681319,2.2196960061373128
dgemm,dgemm_approx,approx,skip_k,2048,-,64,5.260491,0.1932595894122147,1.6670166886631184,0.012581912005811154,24164035.6,2147126630.9861484,7.9312120242191,0.0154935293869,9.943553352454199,51.9987398363437,BS,,64.0,11.3494983,2.1574979027623087
dgemm,dgemm_approx,approx,skip_k,2048,-,128,5.7690787,0.11734750593481828,1.443862399421464,0.0026847127794224048,14562032.6,2147126630.9861484,7.9312120242191,0.0154935293869,9.943553352454199,51.9987398363437,BS,,128.0,12.0881197,2.09532931142021
