program,mode,approx_type,N,dist,K,seed,tempo,cycles,instructions,cache_references,cache_misses,checksum,error_abs_mean,error_rel_mean,rmse,error_max
conv_malloc_approx,approx,float,2048,0,5,12350,0.097342,687108123,1338465443,6945528,4681933,2089039.803578,0.000000030038,0.000000059798,0.000000038245,0.000000230033
conv_malloc_approx,approx,skip_kernel,2048,0,5,12350,0.051640,506095977,953318579,5824703,3957217,2089028.663453,0.067970441199,0.138633788100,0.084975231319,0.389950963227
conv_linear,exact,none,2048,0,5,12351,0.088680,662529699,1395597773,5104190,2922607,2089610.185407,0,0,0,0
conv_malloc,exact,none,2048,0,5,12351,0.086448,638876010,1160904175,5783655,3669422,2089610.185407,0,0,0,0
conv_linear_approx,approx,float,2048,0,5,12351,0.097314,697663678,1519197287,5297523,3565798,2089610.200618,0.000000031341,0.000000062328,0.000000039945,0.000000251065
conv_linear_approx,approx,skip_kernel,2048,0,5,12351,0.054776,529149401,1090781205,4411070,2918309,2089606.722815,0.064955970261,0.132058142016,0.081243089693,0.390124412418
conv_malloc_approx,approx,float,2048,0,5,12351,0.096039,686994956,1338488515,6922597,4717763,2089610.200618,0.000000031341,0.000000062328,0.000000039945,0.000000251065
conv_malloc_approx,approx,skip_kernel,2048,0,5,12351,0.053085,506294073,952932898,5924307,3941341,2089606.722815,0.064955970261,0.132058142016,0.081243089693,0.390124412418
conv_linear,exact,none,2048,0,5,12352,0.088891,662212608,1395926284,5282222,2937055,2090012.623322,0,0,0,0
conv_malloc,exact,none,2048,0,5,12352,0.086203,637336488,1161043935,5812540,3699731,2090012.623322,0,0,0,0
conv_linear_approx,approx,float,2048,0,5,12352,0.097266,698236416,1518796130,5388889,3574850,2090012.645582,0.000000030126,0.000000059945,0.000000038325,0.000000225711
conv_linear_approx,approx,skip_kernel,2048,0,5,12352,0.054648,528080039,1090470636,4415083,2951258,2090010.269693,0.068521392730,0.139373771876,0.085748457240,0.400953047978
conv_malloc_approx,approx,float,2048,0,5,12352,0.095006,686333996,1339053378,6866325,4705767,2090012.645582,0.000000030126,0.000000059945,0.000000038325,0.000000225711
conv_malloc_approx,approx,skip_kernel,2048,0,5,12352,0.052976,505863441,953135113,5893613,3973204,2090010.269693,0.068521392730,0.139373771876,0.085748457240,0.400953047978
conv_linear,exact,none,2048,0,5,12353,0.089619,661591649,1394995991,4949773,2904325,2089210.291715,0,0,0,0
conv_malloc,exact,none,2048,0,5,12353,0.085805,637708128,1160692779,5841380,3700839,2089210.291715,0,0,0,0
conv_linear_approx,approx,float,2048,0,5,12353,0.098322,697780389,1518355233,5253699,3527743,2089210.286616,0.000000031220,0.000000062189,0.000000039708,0.000000241259
conv_linear_approx,approx,skip_kernel,2048,0,5,12353,0.055977,527028441,1090318954,4371134,2924960,2089202.080988,0.066473447670,0.135194009737,0.083126055478,0.398252901052
conv_malloc_approx,approx,float,2048,0,5,12353,0.096985,686371831,1338997993,6895371,4681122,2089210.286616,0.000000031220,0.000000062189,0.000000039708,0.000000241259
conv_malloc_approx,approx,skip_kernel,2048,0,5,12353,0.052739,507355296,952777376,5923633,4005460,2089202.080988,0.066473447670,0.135194009737,0.083126055478,0.398252901052
conv_linear,exact,none,2048,0,5,12354,0.088435,661805280,1394816868,4890543,2931830,2089322.277021,0,0,0,0
conv_malloc,exact,none,2048,0,5,12354,0.084927,638374496,1160662724,5851406,3698433,2089322.277021,0,0,0,0
conv_linear_approx,approx,float,2048,0,5,12354,0.097233,698798835,1519497070,5259459,3566878,2089322.282893,0.000000028556,0.000000057131,0.000000036145,0.000000246387
conv_linear_approx,approx,skip_kernel,2048,0,5,12354,0.054835,528039658,1090318013,4417116,2985672,2089318.534005,0.073490120572,0.149585668588,0.091701242215,0.411759862250
conv_malloc_approx,approx,float,2048,0,5,12354,0.095652,686549953,1338025180,6885558,4760481,2089322.282893,0.000000028556,0.000000057131,0.000000036145,0.000000246387
conv_malloc_approx,approx,skip_kernel,2048,0,5,12354,0.052930,505691046,952570009,5834869,3962714,2089318.534005,0.073490120572,0.149585668588,0.091701242215,0.411759862250
conv_linear,exact,none,2048,0,5,12355,0.090532,661778178,1395647834,5044578,2958997,2089785.607513,0,0,0,0
conv_malloc,exact,none,2048,0,5,12355,0.088300,638018398,1160725473,5771332,3713250,2089785.607513,0,0,0,0
conv_linear_approx,approx,float,2048,0,5,12355,0.097070,697200981,1518310874,5205398,3500134,2089785.618205,0.000000029781,0.000000059412,0.000000037817,0.000000235061
conv_linear_approx,approx,skip_kernel,2048,0,5,12355,0.054520,526870831,1090208806,4449957,2924576,2089783.363920,0.066004226804,0.134381455612,0.082497893690,0.377043396388
conv_malloc_approx,approx,float,2048,0,5,12355,0.095264,688335230,1338143553,6891332,4657438,2089785.618205,0.000000029781,0.000000059412,0.000000037817,0.000000235061
conv_malloc_approx,approx,skip_kernel,2048,0,5,12355,0.053065,505763643,953376152,5796858,4000725,2089783.363920,0.066004226804,0.134381455612,0.082497893690,0.377043396388
conv_linear,exact,none,2048,0,7,12346,0.161385,955756483,2074369788,7122297,2950479,2084187.592327,0,0,0,0
conv_malloc,exact,none,2048,0,7,12346,0.151027,904066772,1752312824,6672150,3691823,2084187.592327,0,0,0,0
conv_linear_approx,approx,float,2048,0,7,12346,0.177878,1042945876,2397681054,5663641,3591559,2084187.586433,0.000000039325,0.000000078575,0.000000049744,0.000000286304
conv_linear_approx,approx,skip_kernel,2048,0,7,12346,0.077857,619933730,1417849037,4743692,2968559,2084188.713056,0.048418317706,0.097762658619,0.060716874477,0.297844460679
conv_malloc_approx,approx,float,2048,0,7,12346,0.169761,976825884,1983878533,7245175,4785028,2084187.586433,0.000000039325,0.000000078575,0.000000049744,0.000000286304
conv_malloc_approx,approx,skip_kernel,2048,0,7,12346,0.072430,581885803,1197662579,6468230,3984079,2084188.713056,0.048418317706,0.097762658619,0.060716874477,0.297844460679
conv_linear,exact,none,2048,0,7,12347,0.164068,952831617,2074044537,6737607,2974700,2084032.078450,0,0,0,0
conv_malloc,exact,none,2048,0,7,12347,0.150631,895533558,1752670377,6754778,3828447,2084032.078450,0,0,0,0
conv_linear_approx,approx,float,2048,0,7,12347,0.178983,1020593980,2397617947,5838736,3556404,2084032.075075,0.000000039715,0.000000079355,0.000000050211,0.000000286972
conv_linear_approx,approx,skip_kernel,2048,0,7,12347,0.077276,621336701,1417841335,5207007,2922229,2084032.456214,0.061804393596,0.124809114177,0.077360221842,0.362443729186
conv_malloc_approx,approx,float,2048,0,7,12347,0.166752,976717253,1984144935,7169238,4785384,2084032.075075,0.000000039715,0.000000079355,0.000000050211,0.000000286972
conv_malloc_approx,approx,skip_kernel,2048,0,7,12347,0.071379,581864698,1197609306,6297558,3968394,2084032.456214,0.061804393596,0.124809114177,0.077360221842,0.362443729186
conv_linear,exact,none,2048,0,7,12348,0.161901,955817298,2075032949,7019731,2980158,2085047.028915,0,0,0,0
conv_malloc,exact,none,2048,0,7,12348,0.149423,892298574,1752140132,6733888,3688564,2085047.028915,0,0,0,0
conv_linear_approx,approx,float,2048,0,7,12348,0.181920,1018538347,2396829208,5656700,3610542,2085047.040104,0.000000041182,0.000000082216,0.000000052110,0.000000302435
conv_linear_approx,approx,skip_kernel,2048,0,7,12348,0.081374,623630829,1418742801,5372422,3077891,2085048.866539,0.055223209557,0.111491846274,0.069213617504,0.341184439643
conv_malloc_approx,approx,float,2048,0,7,12348,0.169186,977975255,1984173832,7292501,4870958,2085047.040104,0.000000041182,0.000000082216,0.000000052110,0.000000302435
conv_malloc_approx,approx,skip_kernel,2048,0,7,12348,0.070957,582964893,1197921604,6388262,3980727,2085048.866539,0.055223209557,0.111491846274,0.069213617504,0.341184439643
conv_linear,exact,none,2048,0,7,12349,0.160043,954016225,2074040695,6962438,2873286,2085419.569656,0,0,0,0
conv_malloc,exact,none,2048,0,7,12349,0.150753,891980442,1752261314,6584715,3671053,2085419.569656,0,0,0,0
conv_linear_approx,approx,float,2048,0,7,12349,0.176161,1019646067,2397825729,5580642,3555020,2085419.598002,0.000000038652,0.000000077298,0.000000048769,0.000000263205
conv_linear_approx,approx,skip_kernel,2048,0,7,12349,0.077938,622328233,1419840032,5228772,2962316,2085430.824679,0.053188809595,0.107320570706,0.066689669267,0.345064205277
conv_malloc_approx,approx,float,2048,0,7,12349,0.166951,979257334,1983971064,7146975,4777916,2085419.598002,0.000000038652,0.000000077298,0.000000048769,0.000000263205
conv_malloc_approx,approx,skip_kernel,2048,0,7,12349,0.070677,582933418,1198551455,6425259,3958084,2085430.824679,0.053188809595,0.107320570706,0.066689669267,0.345064205277
conv_linear,exact,none,2048,0,7,12350,0.160060,952510915,2073636460,6702910,2902226,2084960.268935,0,0,0,0
conv_malloc,exact,none,2048,0,7,12350,0.148506,891216895,1752306392,6623665,3664208,2084960.268935,0,0,0,0
conv_linear_approx,approx,float,2048,0,7,12350,0.177460,1019052227,2397480347,5574486,3567318,2084960.273580,0.000000042745,0.000000085218,0.000000054240,0.000000377061
conv_linear_approx,approx,skip_kernel,2048,0,7,12350,0.079847,621699760,1419559346,5133677,2990147,2084950.280457,0.059210906612,0.119652638096,0.074136466620,0.394677981318
conv_malloc_approx,approx,float,2048,0,7,12350,0.167068,977973177,1984499315,7153004,4782437,2084960.273580,0.000000042745,0.000000085218,0.000000054240,0.000000377061
conv_malloc_approx,approx,skip_kernel,2048,0,7,12350,0.075913,594756261,1198260785,6420539,3964708,2084950.280457,0.059210906612,0.119652638096,0.074136466620,0.394677981318
conv_linear,exact,none,2048,0,7,12351,0.161285,952758592,2073731437,7008633,2923586,2085529.283177,0,0,0,0
conv_malloc,exact,none,2048,0,7,12351,0.148818,891679230,1752223300,6622237,3653799,2085529.283177,0,0,0,0
conv_linear_approx,approx,float,2048,0,7,12351,0.175288,1020000574,2397904394,5714276,3560009,2085529.294471,0.000000039324,0.000000078470,0.000000049747,0.000000304229
conv_linear_approx,approx,skip_kernel,2048,0,7,12351,0.079377,622297023,1418444352,5204630,2965010,2085527.715735,0.049315345125,0.099460448637,0.061828754323,0.309343410447
conv_malloc_approx,approx,float,2048,0,7,12351,0.166764,976684119,1983939624,7117857,4770361,2085529.294471,0.000000039324,0.000000078470,0.000000049747,0.000000304229
conv_malloc_approx,approx,skip_kernel,2048,0,7,12351,0.071938,582267669,1198267229,6412826,3979675,2085527.715735,0.049315345125,0.099460448637,0.061828754323,0.309343410447
conv_linear,exact,none,2048,0,7,12352,0.159216,952286668,2073635081,6980820,2933721,2085931.050816,0,0,0,0
conv_malloc,exact,none,2048,0,7,12352,0.150915,891935456,1752225470,6704622,3678982,2085931.050816,0,0,0,0
conv_linear_approx,approx,float,2048,0,7,12352,0.177639,1022842005,2397878409,5840455,3657531,2085931.042358,0.000000040366,0.000000080432,0.000000051142,0.000000301088
conv_linear_approx,approx,skip_kernel,2048,0,7,12352,0.078313,621876516,1418867819,5289657,3014865,2085923.706815,0.049490221581,0.099782287692,0.062081524193,0.320543215760
conv_malloc_approx,approx,float,2048,0,7,12352,0.167331,978661711,1983296349,7287101,4832048,2085931.042358,0.000000040366,0.000000080432,0.000000051142,0.000000301088
conv_malloc_approx,approx,skip_kernel,2048,0,7,12352,0.070847,582501673,1198542145,6437518,3966900,2085923.706815,0.049490221581,0.099782287692,0.062081524193,0.320543215760
conv_linear,exact,none,2048,0,7,12353,0.158824,953821794,2073159319,7046926,2943547,2085126.357568,0,0,0,0
conv_malloc,exact,none,2048,0,7,12353,0.149156,891332193,1751601524,6569096,3650234,2085126.357568,0,0,0,0
conv_linear_approx,approx,float,2048,0,7,12353,0.178634,1019495555,2397885800,5664342,3646660,2085126.342387,0.000000043688,0.000000086816,0.000000055723,0.000000331925
conv_linear_approx,approx,skip_kernel,2048,0,7,12353,0.079949,621265819,1417942975,5232554,2953428,2085121.669259,0.059294160963,0.119673354256,0.074251245242,0.366316379804
conv_malloc_approx,approx,float,2048,0,7,12353,0.167363,976210437,1983516620,7141605,4744003,2085126.342387,0.000000043688,0.000000086816,0.000000055723,0.000000331925
conv_malloc_approx,approx,skip_kernel,2048,0,7,12353,0.070677,582543574,1197940888,6387401,3965281,2085121.669259,0.059294160963,0.119673354256,0.074251245242,0.366316379804
conv_linear,exact,none,2048,0,7,12354,0.159797,954022052,2073130824,6925684,2923524,2085212.002874,0,0,0,0
conv_malloc,exact,none,2048,0,7,12354,0.149343,892603959,1751652384,6618705,3689356,2085212.002874,0,0,0,0
conv_linear_approx,approx,float,2048,0,7,12354,0.177995,1021907580,2398414144,5792068,3701675,2085212.002973,0.000000040293,0.000000080327,0.000000051078,0.000000343666
conv_linear_approx,approx,skip_kernel,2048,0,7,12354,0.079518,622673791,1419006805,4993278,3025729,2085206.841492,0.060011056825,0.121177893963,0.075182600746,0.382637777560
conv_malloc_approx,approx,float,2048,0,7,12354,0.172139,981029890,1984690443,7572842,4867961,2085212.002973,0.000000040293,0.000000080327,0.000000051078,0.000000343666
conv_malloc_approx,approx,skip_kernel,2048,0,7,12354,0.071409,583719861,1198180717,6524155,3976430,2085206.841492,0.060011056825,0.121177893963,0.075182600746,0.382637777560
conv_linear,exact,none,2048,0,7,12355,0.161919,954027449,2074222646,7015483,2965524,2085710.244128,0,0,0,0
conv_malloc,exact,none,2048,0,7,12355,0.151996,892780229,1752351152,6744135,3688568,2085710.244128,0,0,0,0
conv_linear_approx,approx,float,2048,0,7,12355,0.180729,1022097308,2398365418,5822459,3755419,2085710.241343,0.000000039547,0.000000078827,0.000000050110,0.000000305373
conv_linear_approx,approx,skip_kernel,2048,0,7,12355,0.079172,620694584,1418166685,5220393,2987579,2085716.587316,0.056084239837,0.113092928433,0.070260273129,0.324206646306
conv_malloc_approx,approx,float,2048,0,7,12355,0.167773,986473832,1984224142,7234293,4794243,2085710.241343,0.000000039547,0.000000078827,0.000000050110,0.000000305373
conv_malloc_approx,approx,skip_kernel,2048,0,7,12355,0.073989,595915388,1197888155,6449250,3965449,2085716.587316,0.056084239837,0.113092928433,0.070260273129,0.324206646306
conv_linear,exact,none,2048,1,3,12346,0.049476,979327422,1970249436,4379064,2981191,-1323.718898,0,0,0,0
conv_malloc,exact,none,2048,1,3,12346,0.040000,922711036,1769435479,5708020,3550258,-1323.718898,0,0,0,0
conv_linear_approx,approx,float,2048,1,3,12346,0.063344,1048050848,2162069413,5118946,3616479,-1323.718825,0.000000018761,0.000001004428,0.000000026305,0.000000314130
conv_linear_approx,approx,skip_kernel,2048,1,3,12346,0.036867,942774300,1840639724,4182960,2950125,-1336.494688,0.267075679800,40.179272361650,0.335072215671,1.777468747429
conv_malloc_approx,approx,float,2048,1,3,12346,0.057377,1051584250,1989916684,6955521,4710045,-1323.718825,0.000000018761,0.000001004428,0.000000026305,0.000000314130
conv_malloc_approx,approx,skip_kernel,2048,1,3,12346,0.034780,918557676,1720220656,5661900,3855881,-1336.494688,0.267075679800,40.179272361650,0.335072215671,1.777468747429
conv_linear,exact,none,2048,1,3,12347,0.048144,977573265,1970111071,4377104,3004855,1097.074215,0,0,0,0
conv_malloc,exact,none,2048,1,3,12347,0.040313,919824224,1769017773,5708863,3682558,1097.074215,0,0,0,0
conv_linear_approx,approx,float,2048,1,3,12347,0.062808,1048942886,2162450579,5175943,3624599,1097.074231,0.000000019908,0.000000575065,0.000000027706,0.000000298309
conv_linear_approx,approx,skip_kernel,2048,1,3,12347,0.036852,944232785,1840136943,4277023,2906845,1134.970702,0.359905132700,16.663184035759,0.451472290266,2.378947799125
conv_malloc_approx,approx,float,2048,1,3,12347,0.057214,1049977257,1990588582,6907585,4708230,1097.074231,0.000000019908,0.000000575065,0.000000027706,0.000000298309
conv_malloc_approx,approx,skip_kernel,2048,1,3,12347,0.034973,920899206,1719474840,5619204,3759891,1134.970702,0.359905132700,16.663184035759,0.451472290266,2.378947799125
conv_linear,exact,none,2048,1,3,12348,0.047394,977126856,1970014880,4317609,2886093,37.571787,0,0,0,0
conv_malloc,exact,none,2048,1,3,12348,0.040163,924434401,1769312659,5651602,3571939,37.571787,0,0,0,0
conv_linear_approx,approx,float,2048,1,3,12348,0.062252,1047230341,2161402359,5068150,3548646,37.571772,0.000000018430,0.000000552515,0.000000025604,0.000000315283
conv_linear_approx,approx,skip_kernel,2048,1,3,12348,0.037004,943449986,1840734947,4146907,2980576,26.137111,0.284816380404,10.595410913524,0.357287064513,1.868231365784
conv_malloc_approx,approx,float,2048,1,3,12348,0.058370,1016583920,1988517260,6832404,4702488,37.571772,0.000000018430,0.000000552515,0.000000025604,0.000000315283
conv_malloc_approx,approx,skip_kernel,2048,1,3,12348,0.035525,938695967,1719750928,5634130,3856066,26.137111,0.284816380404,10.595410913524,0.357287064513,1.868231365784
conv_linear,exact,none,2048,1,3,12349,0.048514,976673933,1971010755,4282487,2944691,-2460.139328,0,0,0,0
conv_malloc,exact,none,2048,1,3,12349,0.039341,920339754,1769751070,5747675,3626843,-2460.139328,0,0,0,0
conv_linear_approx,approx,float,2048,1,3,12349,0.062739,1058628653,2161235180,5058885,3562986,-2460.139522,0.000000019053,0.000000380204,0.000000026053,0.000000278810
conv_linear_approx,approx,skip_kernel,2048,1,3,12349,0.037828,952356235,1840451922,4163800,2918062,-2446.700901,0.276527902902,8.287889125895,0.346977158513,1.751613619444
conv_malloc_approx,approx,float,2048,1,3,12349,0.057413,1017039423,1988698322,6865028,4681734,-2460.139522,0.000000019053,0.000000380204,0.000000026053,0.000000278810
conv_malloc_approx,approx,skip_kernel,2048,1,3,12349,0.035812,921574843,1720654708,5765171,3882461,-2446.700901,0.276527902902,8.287889125895,0.346977158513,1.751613619444
conv_linear,exact,none,2048,1,3,12350,0.048928,988083766,1971060208,4428135,2972685,-1211.590635,0,0,0,0
conv_malloc,exact,none,2048,1,3,12350,0.040185,919733078,1769019116,5672078,3601723,-1211.590635,0,0,0,0
conv_linear_approx,approx,float,2048,1,3,12350,0.062406,1046189529,2161031242,5055148,3558515,-1211.590662,0.000000019787,0.000000393440,0.000000027508,0.000000304765
conv_linear_approx,approx,skip_kernel,2048,1,3,12350,0.036806,950766690,1840418299,4156840,2940248,-1203.451736,0.508779643963,15.462358163868,0.638255543210,3.289754073986
conv_malloc_approx,approx,float,2048,1,3,12350,0.057243,1016716761,1988463669,6833243,4657123,-1211.590662,0.000000019787,0.000000393440,0.000000027508,0.000000304765
conv_malloc_approx,approx,skip_kernel,2048,1,3,12350,0.034643,918427218,1719622743,5591200,3819189,-1203.451736,0.508779643963,15.462358163868,0.638255543210,3.289754073986
conv_linear,exact,none,2048,1,3,12351,0.047709,977689237,1971102022,4289899,2965000,-847.796602,0,0,0,0
conv_malloc,exact,none,2048,1,3,12351,0.039566,919402485,1769083400,5710254,3637803,-847.796602,0,0,0,0
conv_linear_approx,approx,float,2048,1,3,12351,0.062383,1046865995,2161307174,5078441,3577608,-847.796558,0.000000018076,0.000001083770,0.000000024563,0.000000260291
conv_linear_approx,approx,skip_kernel,2048,1,3,12351,0.037048,943723333,1841640421,4250735,2957053,-850.058171,0.397014496937,17.173630006589,0.498121439723,2.516865973899
conv_malloc_approx,approx,float,2048,1,3,12351,0.057048,1017035211,1988809820,6781578,4648861,-847.796558,0.000000018076,0.000001083770,0.000000024563,0.000000260291
conv_malloc_approx,approx,skip_kernel,2048,1,3,12351,0.035288,922543913,1720959441,5788734,3884705,-850.058171,0.397014496937,17.173630006589,0.498121439723,2.516865973899
conv_linear,exact,none,2048,1,3,12352,0.048167,976452486,1969909886,4284417,2940451,1122.866548,0,0,0,0
conv_malloc,exact,none,2048,1,3,12352,0.039795,919714390,1769084442,5640230,3605228,1122.866548,0,0,0,0
conv_linear_approx,approx,float,2048,1,3,12352,0.063618,1050132327,2161325665,5194714,3613726,1122.866592,0.000000016484,0.000000494823,0.000000022005,0.000000214116
conv_linear_approx,approx,skip_kernel,2048,1,3,12352,0.037324,942789068,1840851005,4191119,2939420,1140.599838,0.318781677193,12.608891541532,0.400000691189,2.214462085884
conv_malloc_approx,approx,float,2048,1,3,12352,0.057092,1016699604,1989529742,6894808,4664410,1122.866592,0.000000016484,0.000000494823,0.000000022005,0.000000214116
conv_malloc_approx,approx,skip_kernel,2048,1,3,12352,0.035467,919822172,1719751140,5658065,3853157,1140.599838,0.318781677193,12.608891541532,0.400000691189,2.214462085884
conv_linear,exact,none,2048,1,3,12353,0.047402,979293931,1970140981,4317804,2944938,-329.123129,0,0,0,0
conv_malloc,exact,none,2048,1,3,12353,0.039238,920016452,1768932188,5711787,3648028,-329.123129,0,0,0,0
conv_linear_approx,approx,float,2048,1,3,12353,0.062771,1050459678,2162170788,5176280,3635393,-329.123143,0.000000019213,0.000000309668,0.000000026703,0.000000262921
conv_linear_approx,approx,skip_kernel,2048,1,3,12353,0.037501,944164315,1840183941,4224311,2932881,-408.744991,0.496597039280,11.617083826769,0.623069768765,3.393140773522
conv_malloc_approx,approx,float,2048,1,3,12353,0.056975,1017570755,1988544301,6829462,4651590,-329.123143,0.000000019213,0.000000309668,0.000000026703,0.000000262921
conv_malloc_approx,approx,skip_kernel,2048,1,3,12353,0.035822,923302877,1719807749,5665816,3840325,-408.744991,0.496597039280,11.617083826769,0.623069768765,3.393140773522
conv_linear,exact,none,2048,1,3,12354,0.048112,988094616,1970076040,4219854,2912909,-303.989399,0,0,0,0
conv_malloc,exact,none,2048,1,3,12354,0.039427,919869580,1768805976,5669120,3581996,-303.989399,0,0,0,0
conv_linear_approx,approx,float,2048,1,3,12354,0.062890,1048657239,2161652907,5144151,3704963,-303.989413,0.000000016943,0.000000445239,0.000000022856,0.000000249526
conv_linear_approx,approx,skip_kernel,2048,1,3,12354,0.036890,942203028,1840432538,4242384,2949528,-302.588315,0.304478988006,9.842143586809,0.381926321697,2.047424461191
conv_malloc_approx,approx,float,2048,1,3,12354,0.057054,1021430459,1988928696,6861521,4672775,-303.989413,0.000000016943,0.000000445239,0.000000022856,0.000000249526
conv_malloc_approx,approx,skip_kernel,2048,1,3,12354,0.036396,920182073,1720345328,5731442,3899992,-302.588315,0.304478988006,9.842143586809,0.381926321697,2.047424461191
conv_linear,exact,none,2048,1,3,12355,0.047482,977876527,1970303577,4226892,2928677,-793.491169,0,0,0,0
conv_malloc,exact,none,2048,1,3,12355,0.039203,922445996,1769047751,5684210,3610591,-793.491169,0,0,0,0
conv_linear_approx,approx,float,2048,1,3,12355,0.062283,1048088933,2162197511,5076240,3550140,-793.491268,0.000000018914,0.000000476024,0.000000026260,0.000000308154
conv_linear_approx,approx,skip_kernel,2048,1,3,12355,0.037032,944768836,1840277686,4178808,2922226,-799.092501,0.359822552765,15.657470807066,0.451356402928,2.311130987884
conv_malloc_approx,approx,float,2048,1,3,12355,0.057558,1019811941,1989302584,6885722,4681749,-793.491268,0.000000018914,0.000000476024,0.000000026260,0.000000308154
conv_malloc_approx,approx,skip_kernel,2048,1,3,12355,0.035395,921507224,1721665712,5730456,3854747,-799.092501,0.359822552765,15.657470807066,0.451356402928,2.311130987884
conv_linear,exact,none,2048,1,5,12346,0.086539,1137135953,2403861012,5250877,2951573,-1301.606341,0,0,0,0
conv_malloc,exact,none,2048,1,5,12346,0.084107,1103247698,2144519303,5966448,3699664,-1301.606341,0,0,0,0
conv_linear_approx,approx,float,2048,1,5,12346,0.095430,1183421214,2532845375,5490174,3630134,-1301.606337,0.000000015808,0.000000691064,0.000000021280,0.000000218621
conv_linear_approx,approx,skip_kernel,2048,1,5,12346,0.053322,1486485356,2103554975,4502963,2978921,-1314.528182,0.232893757703,11.187834179869,0.292511074420,1.590433108886
conv_malloc_approx,approx,float,2048,1,5,12346,0.093278,1173715551,2351762907,7002369,4721150,-1301.606337,0.000000015808,0.000000691064,0.000000021280,0.000000218621
conv_malloc_approx,approx,skip_kernel,2048,1,5,12346,0.050824,985216757,1966725780,5995758,3999621,-1314.528182,0.232893757703,11.187834179869,0.292511074420,1.590433108886
conv_linear,exact,none,2048,1,5,12347,0.086441,1137433473,2404429492,5155052,2906620,1073.008768,0,0,0,0
conv_malloc,exact,none,2048,1,5,12347,0.085051,1106185248,2145918659,6217475,3769437,1073.008768,0,0,0,0
conv_linear_approx,approx,float,2048,1,5,12347,0.095141,1184289260,2531580388,5426382,3597276,1073.008699,0.000000018276,0.000004901061,0.000000024756,0.000000253095
conv_linear_approx,approx,skip_kernel,2048,1,5,12347,0.054304,1011502463,2103517612,4677450,3036310,1105.788599,0.279880430568,46.024417966497,0.351385379729,1.992112826739
conv_malloc_approx,approx,float,2048,1,5,12347,0.093055,1163978717,2350915648,7009677,4684565,1073.008699,0.000000018276,0.000004901061,0.000000024756,0.000000253095
conv_malloc_approx,approx,skip_kernel,2048,1,5,12347,0.050578,983640835,1966040186,5947928,3974932,1105.788599,0.279880430568,46.024417966497,0.351385379729,1.992112826739
conv_linear,exact,none,2048,1,5,12348,0.087462,1137946114,2403877519,5251492,2947283,52.306516,0,0,0,0
conv_malloc,exact,none,2048,1,5,12348,0.084366,1107128117,2144641667,6077511,3711145,52.306516,0,0,0,0
conv_linear_approx,approx,float,2048,1,5,12348,0.100828,1204482952,2531879154,5444060,3592197,52.306519,0.000000017293,0.000000620100,0.000000023612,0.000000295613
conv_linear_approx,approx,skip_kernel,2048,1,5,12348,0.053996,1012176718,2104180988,4729673,2988312,31.363018,0.258507033995,14.968997941615,0.324627368508,1.638835533544
conv_malloc_approx,approx,float,2048,1,5,12348,0.093708,1164517242,2351207154,7053743,4701566,52.306519,0.000000017293,0.000000620100,0.000000023612,0.000000295613
conv_malloc_approx,approx,skip_kernel,2048,1,5,12348,0.050527,984379475,1966059112,5972125,3976611,31.363018,0.258507033995,14.968997941615,0.324627368508,1.638835533544
conv_linear,exact,none,2048,1,5,12349,0.086312,1136709151,2404009693,5145279,2944396,-2405.732357,0,0,0,0
conv_malloc,exact,none,2048,1,5,12349,0.084226,1104117299,2144709636,6073053,3710367,-2405.732357,0,0,0,0
conv_linear_approx,approx,float,2048,1,5,12349,0.095318,1182478773,2532433501,5385060,3603307,-2405.732462,0.000000016874,0.000000659947,0.000000023129,0.000000260880
conv_linear_approx,approx,skip_kernel,2048,1,5,12349,0.054510,1034041628,2102588281,4618894,2953750,-2409.417833,0.190707491246,11.248570120786,0.239461628959,1.307001788966
conv_malloc_approx,approx,float,2048,1,5,12349,0.092983,1164404936,2352029683,7018119,4729595,-2405.732462,0.000000016874,0.000000659947,0.000000023129,0.000000260880
conv_malloc_approx,approx,skip_kernel,2048,1,5,12349,0.052347,987056151,1968348931,6110746,4083507,-2409.417833,0.190707491246,11.248570120786,0.239461628959,1.307001788966
conv_linear,exact,none,2048,1,5,12350,0.087400,1143813081,2403519585,5103525,2985256,-1224.166116,0,0,0,0
conv_malloc,exact,none,2048,1,5,12350,0.086218,1109478982,2144546699,6069271,3719469,-1224.166116,0,0,0,0
conv_linear_approx,approx,float,2048,1,5,12350,0.097427,1185238846,2532468775,5534173,3692089,-1224.166114,0.000000017123,0.000000602440,0.000000023229,0.000000258666
conv_linear_approx,approx,skip_kernel,2048,1,5,12350,0.053484,1018445704,2103568994,4519563,2975510,-1225.651056,0.288704479447,16.613928607585,0.362511488120,1.900109998717
conv_malloc_approx,approx,float,2048,1,5,12350,0.093455,1172486985,2351340858,7029744,4776413,-1224.166114,0.000000017123,0.000000602440,0.000000023229,0.000000258666
conv_malloc_approx,approx,skip_kernel,2048,1,5,12350,0.050759,986993643,1966234455,6057814,3992772,-1225.651056,0.288704479447,16.613928607585,0.362511488120,1.900109998717
conv_linear,exact,none,2048,1,5,12351,0.086891,1139637596,2404975926,5118500,3014710,-905.902062,0,0,0,0
conv_malloc,exact,none,2048,1,5,12351,0.084327,1104407496,2144569988,6044773,3732831,-905.902062,0,0,0,0
