program,mode,approx_type,N,dist,K,seed,tempo,cycles,instructions,cache_references,cache_misses,checksum,error_abs_mean,error_rel_mean,rmse,error_max
conv_malloc_approx,approx,float,512,2,7,12352,0.011383,65864022,139593217,590130,137789,255921.766175,0.000000081193,0.000000081020,0.000000105123,0.000000637009
conv_malloc_approx,approx,skip_kernel,512,2,7,12352,0.004376,41691027,91040497,490052,105136,255913.404181,0.182691288530,0.181984989669,0.234595425805,1.473254637457
conv_linear,exact,none,512,2,7,12353,0.010112,64700032,144760592,445025,112324,255811.336923,0,0,0,0
conv_malloc,exact,none,512,2,7,12353,0.009419,61004115,125102101,466346,115690,255811.336923,0,0,0,0
conv_linear_approx,approx,float,512,2,7,12353,0.011195,69004511,164779790,432451,134098,255811.336477,0.000000077845,0.000000077465,0.000000101275,0.000000602056
conv_linear_approx,approx,skip_kernel,512,2,7,12353,0.004928,44550312,104428466,364125,109542,255812.772083,0.160289045684,0.159587906136,0.205927857125,1.112547064861
conv_malloc_approx,approx,float,512,2,7,12353,0.010511,65853295,139534341,594496,140743,255811.336477,0.000000077845,0.000000077465,0.000000101275,0.000000602056
conv_malloc_approx,approx,skip_kernel,512,2,7,12353,0.004380,41618982,91008717,498992,106506,255812.772083,0.160289045684,0.159587906136,0.205927857125,1.112547064861
conv_linear,exact,none,512,2,7,12354,0.010122,64735470,144700230,441802,111222,256635.549447,0,0,0,0
conv_malloc,exact,none,512,2,7,12354,0.009391,60959168,125114225,480953,114338,256635.549447,0,0,0,0
conv_linear_approx,approx,float,512,2,7,12354,0.011176,68983590,164758395,437034,134605,256635.549955,0.000000076683,0.000000076359,0.000000099194,0.000000595937
conv_linear_approx,approx,skip_kernel,512,2,7,12354,0.004927,44519131,104522884,377621,110173,256645.555754,0.186873303183,0.185500353666,0.240259138593,1.590351439763
conv_malloc_approx,approx,float,512,2,7,12354,0.010480,65763611,139463114,585687,141378,256635.549955,0.000000076683,0.000000076359,0.000000099194,0.000000595937
conv_malloc_approx,approx,skip_kernel,512,2,7,12354,0.004527,42403831,91119749,512884,110268,256645.555754,0.186873303183,0.185500353666,0.240259138593,1.590351439763
conv_linear,exact,none,512,2,7,12355,0.010139,64745964,144756209,426634,111960,256677.036951,0,0,0,0
conv_malloc,exact,none,512,2,7,12355,0.009382,60750010,125003630,449808,111252,256677.036951,0,0,0,0
conv_linear_approx,approx,float,512,2,7,12355,0.011211,68970365,164738285,421774,138420,256677.037774,0.000000082097,0.000000081583,0.000000106266,0.000000629270
conv_linear_approx,approx,skip_kernel,512,2,7,12355,0.004900,44395417,104545951,361729,108918,256677.399303,0.195461363654,0.194217776962,0.250965968394,1.611452716203
conv_malloc_approx,approx,float,512,2,7,12355,0.010488,65931417,139518658,609915,141966,256677.037774,0.000000082097,0.000000081583,0.000000106266,0.000000629270
conv_malloc_approx,approx,skip_kernel,512,2,7,12355,0.004371,41555679,91074995,485347,106453,256677.399303,0.195461363654,0.194217776962,0.250965968394,1.611452716203
conv_linear,exact,none,1024,0,3,12346,0.012617,127396262,241256975,1162308,608130,522341.252164,0,0,0,0
conv_malloc,exact,none,1024,0,3,12346,0.010354,115312811,198078867,1483454,710198,522341.252164,0,0,0,0
conv_linear_approx,approx,float,1024,0,3,12346,0.016427,142416981,288231082,1368543,706620,522341.249242,0.000000019485,0.000000038867,0.000000025012,0.000000144676
conv_linear_approx,approx,skip_kernel,1024,0,3,12346,0.010835,115893804,207784593,1105888,603375,522345.066115,0.097076809814,0.203126081472,0.120720045304,0.487774746417
conv_malloc_approx,approx,float,1024,0,3,12346,0.015278,138200947,245830271,1959521,988087,522341.249242,0.000000019485,0.000000038867,0.000000025012,0.000000144676
conv_malloc_approx,approx,skip_kernel,1024,0,3,12346,0.008890,112217382,177777143,1536063,706681,522345.066115,0.097076809814,0.203126081472,0.120720045304,0.487774746417
conv_linear,exact,none,1024,0,3,12347,0.012549,127295697,240899197,1154535,606341,522066.907579,0,0,0,0
conv_malloc,exact,none,1024,0,3,12347,0.010185,114455315,197511249,1439232,692902,522066.907579,0,0,0,0
conv_linear_approx,approx,float,1024,0,3,12347,0.016309,141917212,287615343,1333691,684024,522066.915387,0.000000019556,0.000000039081,0.000000025026,0.000000140088
conv_linear_approx,approx,skip_kernel,1024,0,3,12347,0.009677,116079750,207405254,1117726,610915,522067.476215,0.123051031696,0.258525330697,0.152364068186,0.578411250332
conv_malloc_approx,approx,float,1024,0,3,12347,0.014900,136458385,245181796,1901106,977580,522066.915387,0.000000019556,0.000000039081,0.000000025026,0.000000140088
conv_malloc_approx,approx,skip_kernel,1024,0,3,12347,0.009096,111970239,177808352,1505442,726455,522067.476215,0.123051031696,0.258525330697,0.152364068186,0.578411250332
conv_linear,exact,none,1024,0,3,12348,0.012471,126861360,240908736,1114440,600040,522833.638785,0,0,0,0
conv_malloc,exact,none,1024,0,3,12348,0.010183,114380586,197506295,1442082,677744,522833.638785,0,0,0,0
conv_linear_approx,approx,float,1024,0,3,12348,0.016289,141911065,287658381,1321853,678296,522833.638795,0.000000019234,0.000000038300,0.000000024553,0.000000127471
conv_linear_approx,approx,skip_kernel,1024,0,3,12348,0.009665,115966735,207388769,1088842,605048,522831.880205,0.085583175675,0.177747933926,0.106761065942,0.469776859530
conv_malloc_approx,approx,float,1024,0,3,12348,0.015026,137138871,245344572,1925383,979688,522833.638795,0.000000019234,0.000000038300,0.000000024553,0.000000127471
conv_malloc_approx,approx,skip_kernel,1024,0,3,12348,0.008964,112831585,177899569,1572763,736235,522831.880205,0.085583175675,0.177747933926,0.106761065942,0.469776859530
conv_linear,exact,none,1024,0,3,12349,0.012657,127220195,240842740,1139523,600500,522311.441122,0,0,0,0
conv_malloc,exact,none,1024,0,3,12349,0.010054,114458551,197365108,1444683,693715,522311.441122,0,0,0,0
conv_linear_approx,approx,float,1024,0,3,12349,0.016322,142281276,287708533,1359880,694916,522311.436307,0.000000019415,0.000000038763,0.000000024968,0.000000135878
conv_linear_approx,approx,skip_kernel,1024,0,3,12349,0.009693,116352014,207507552,1117201,604568,522312.534758,0.086968411205,0.183167563488,0.108063156346,0.406125132332
conv_malloc_approx,approx,float,1024,0,3,12349,0.014870,136410514,245130536,1920255,978370,522311.436307,0.000000019415,0.000000038763,0.000000024968,0.000000135878
conv_malloc_approx,approx,skip_kernel,1024,0,3,12349,0.008975,111550636,177812355,1508524,720630,522312.534758,0.086968411205,0.183167563488,0.108063156346,0.406125132332
conv_linear,exact,none,1024,0,3,12350,0.012625,127778465,241005016,1128210,610537,522262.378555,0,0,0,0
conv_malloc,exact,none,1024,0,3,12350,0.010212,114619056,197376894,1457557,692760,522262.378555,0,0,0,0
conv_linear_approx,approx,float,1024,0,3,12350,0.016324,142016449,287539508,1351502,694695,522262.384863,0.000000022344,0.000000044363,0.000000029036,0.000000168135
conv_linear_approx,approx,skip_kernel,1024,0,3,12350,0.009515,116655752,207502790,1109528,605124,522268.948053,0.115329892139,0.243219041742,0.142104811082,0.513466153073
conv_malloc_approx,approx,float,1024,0,3,12350,0.014858,136138184,245050749,1908540,977918,522262.384863,0.000000022344,0.000000044363,0.000000029036,0.000000168135
conv_malloc_approx,approx,skip_kernel,1024,0,3,12350,0.009152,112509878,177930821,1522413,730153,522268.948053,0.115329892139,0.243219041742,0.142104811082,0.513466153073
conv_linear,exact,none,1024,0,3,12351,0.012550,127371927,240943497,1123839,601314,522249.174046,0,0,0,0
conv_malloc,exact,none,1024,0,3,12351,0.010194,114424085,197379993,1456136,688606,522249.174046,0,0,0,0
conv_linear_approx,approx,float,1024,0,3,12351,0.016327,142067187,287621672,1335193,687258,522249.174038,0.000000017609,0.000000035370,0.000000022372,0.000000116425
conv_linear_approx,approx,skip_kernel,1024,0,3,12351,0.009523,116043160,207613976,1078416,606896,522246.404692,0.079091180211,0.165711583845,0.098237177776,0.387559554760
conv_malloc_approx,approx,float,1024,0,3,12351,0.015134,137212781,245149982,1909006,976293,522249.174038,0.000000017609,0.000000035370,0.000000022372,0.000000116425
conv_malloc_approx,approx,skip_kernel,1024,0,3,12351,0.009853,111884892,177911329,1525705,717525,522246.404692,0.079091180211,0.165711583845,0.098237177776,0.387559554760
conv_linear,exact,none,1024,0,3,12352,0.012526,127347341,240953145,1149292,604240,522298.801147,0,0,0,0
conv_malloc,exact,none,1024,0,3,12352,0.010193,114615864,197418609,1448234,683361,522298.801147,0,0,0,0
conv_linear_approx,approx,float,1024,0,3,12352,0.016422,142438544,287690174,1359507,688988,522298.810908,0.000000021668,0.000000043115,0.000000027839,0.000000170121
conv_linear_approx,approx,skip_kernel,1024,0,3,12352,0.009604,116043766,207387503,1077447,600129,522297.920067,0.088272896254,0.184079798805,0.109831602150,0.442193099693
conv_malloc_approx,approx,float,1024,0,3,12352,0.014848,136094521,245159905,1895006,993136,522298.810908,0.000000021668,0.000000043115,0.000000027839,0.000000170121
conv_malloc_approx,approx,skip_kernel,1024,0,3,12352,0.009124,112196808,177786517,1537293,721610,522297.920067,0.088272896254,0.184079798805,0.109831602150,0.442193099693
conv_linear,exact,none,1024,0,3,12353,0.012430,126734356,240900573,1145495,601185,522501.290485,0,0,0,0
conv_malloc,exact,none,1024,0,3,12353,0.010198,114541231,197474352,1451864,692666,522501.290485,0,0,0,0
conv_linear_approx,approx,float,1024,0,3,12353,0.016316,141933847,287583166,1329455,675789,522501.289743,0.000000021237,0.000000042058,0.000000027612,0.000000160866
conv_linear_approx,approx,skip_kernel,1024,0,3,12353,0.009539,116363848,207418812,1089995,606176,522503.491035,0.117435582085,0.249134134009,0.145938235583,0.574475461959
conv_malloc_approx,approx,float,1024,0,3,12353,0.015903,136380370,245215323,1905956,958542,522501.289743,0.000000021237,0.000000042058,0.000000027612,0.000000160866
conv_malloc_approx,approx,skip_kernel,1024,0,3,12353,0.009112,112102002,177903885,1522916,723126,522503.491035,0.117435582085,0.249134134009,0.145938235583,0.574475461959
conv_linear,exact,none,1024,0,3,12354,0.012451,127495731,241516070,1157005,627283,522463.039807,0,0,0,0
conv_malloc,exact,none,1024,0,3,12354,0.010212,114503550,197320669,1452008,684578,522463.039807,0,0,0,0
conv_linear_approx,approx,float,1024,0,3,12354,0.016337,142222219,287510877,1345389,675251,522463.039360,0.000000020052,0.000000039966,0.000000025704,0.000000140215
conv_linear_approx,approx,skip_kernel,1024,0,3,12354,0.009700,116410051,207509881,1115090,601340,522459.622507,0.079623983091,0.166087514386,0.099279943963,0.415597021235
conv_malloc_approx,approx,float,1024,0,3,12354,0.015035,137176413,245257874,1924931,975003,522463.039360,0.000000020052,0.000000039966,0.000000025704,0.000000140215
conv_malloc_approx,approx,skip_kernel,1024,0,3,12354,0.008972,111548498,177833614,1512479,723859,522459.622507,0.079623983091,0.166087514386,0.099279943963,0.415597021235
conv_linear,exact,none,1024,0,3,12355,0.012479,126926486,240906481,1135975,594895,522073.730062,0,0,0,0
conv_malloc,exact,none,1024,0,3,12355,0.010183,114400184,197470784,1440960,676794,522073.730062,0,0,0,0
conv_linear_approx,approx,float,1024,0,3,12355,0.016374,142632363,287799226,1353924,701641,522073.724260,0.000000019246,0.000000038477,0.000000024623,0.000000133644
conv_linear_approx,approx,skip_kernel,1024,0,3,12355,0.009675,116309588,207565955,1101760,614154,522071.969276,0.067220741425,0.141001519308,0.083723193832,0.342739662918
conv_malloc_approx,approx,float,1024,0,3,12355,0.014892,136537044,245176031,1937845,1008063,522073.724260,0.000000019246,0.000000038477,0.000000024623,0.000000133644
conv_malloc_approx,approx,skip_kernel,1024,0,3,12355,0.009065,112079887,177874849,1545513,721557,522071.969276,0.067220741425,0.141001519308,0.083723193832,0.342739662918
conv_linear,exact,none,1024,0,5,12346,0.022506,166060604,348707178,1268473,603440,520310.198374,0,0,0,0
conv_malloc,exact,none,1024,0,5,12346,0.021955,160434202,290790160,1481006,705882,520310.198374,0,0,0,0
conv_linear_approx,approx,float,1024,0,5,12346,0.024800,175025821,379471095,1381172,676821,520310.197242,0.000000029062,0.000000057942,0.000000036941,0.000000215170
conv_linear_approx,approx,skip_kernel,1024,0,5,12346,0.013610,132925213,272610566,1143579,603939,520310.839938,0.067268139196,0.136706224059,0.084336370175,0.418662758976
conv_malloc_approx,approx,float,1024,0,5,12346,0.023676,173175263,335314111,1912641,977858,520310.197242,0.000000029062,0.000000057942,0.000000036941,0.000000215170
conv_malloc_approx,approx,skip_kernel,1024,0,5,12346,0.012774,127880783,238899243,1527155,748357,520310.839938,0.067268139196,0.136706224059,0.084336370175,0.418662758976
conv_linear,exact,none,1024,0,5,12347,0.022624,166622688,348706911,1312284,609087,520028.357713,0,0,0,0
conv_malloc,exact,none,1024,0,5,12347,0.022007,160722011,290806006,1489372,704222,520028.357713,0,0,0,0
conv_linear_approx,approx,float,1024,0,5,12347,0.024922,175757139,379654572,1411818,683469,520028.361219,0.000000029702,0.000000059190,0.000000037824,0.000000197009
conv_linear_approx,approx,skip_kernel,1024,0,5,12347,0.013918,132823630,272713139,1155077,601309,520032.626846,0.086761249042,0.176631127647,0.108025384796,0.466558811236
conv_malloc_approx,approx,float,1024,0,5,12347,0.023766,173347925,335908437,1929233,996997,520028.361219,0.000000029702,0.000000059190,0.000000037824,0.000000197009
conv_malloc_approx,approx,skip_kernel,1024,0,5,12347,0.012788,127961520,238975715,1533227,744247,520032.626846,0.086761249042,0.176631127647,0.108025384796,0.466558811236
conv_linear,exact,none,1024,0,5,12348,0.022522,166096209,348698719,1286511,599645,520794.240883,0,0,0,0
conv_malloc,exact,none,1024,0,5,12348,0.022002,160612465,290763078,1474235,702823,520794.240883,0,0,0,0
conv_linear_approx,approx,float,1024,0,5,12348,0.024918,175455226,379583015,1411449,774110,520794.237519,0.000000031977,0.000000063564,0.000000040781,0.000000222322
conv_linear_approx,approx,skip_kernel,1024,0,5,12348,0.013885,132757490,272613370,1150173,612267,520795.067925,0.058694180973,0.119111615295,0.073616437605,0.351901674900
conv_malloc_approx,approx,float,1024,0,5,12348,0.024291,173329441,335226949,1961378,975586,520794.237519,0.000000031977,0.000000063564,0.000000040781,0.000000222322
conv_malloc_approx,approx,skip_kernel,1024,0,5,12348,0.012973,127856390,238931421,1530502,728866,520795.067925,0.058694180973,0.119111615295,0.073616437605,0.351901674900
conv_linear,exact,none,1024,0,5,12349,0.021977,166012613,348667616,1258800,605156,520276.194133,0,0,0,0
conv_malloc,exact,none,1024,0,5,12349,0.021855,160700694,290717679,1477154,830509,520276.194133,0,0,0,0
conv_linear_approx,approx,float,1024,0,5,12349,0.024919,175636977,379638731,1439389,689171,520276.191749,0.000000027616,0.000000055170,0.000000035045,0.000000211955
conv_linear_approx,approx,skip_kernel,1024,0,5,12349,0.014011,133224379,272660656,1144858,608430,520270.033265,0.072763142541,0.147964194819,0.091050680050,0.386860082026
conv_malloc_approx,approx,float,1024,0,5,12349,0.023770,173333884,335276986,1954119,977358,520276.191749,0.000000027616,0.000000055170,0.000000035045,0.000000211955
conv_malloc_approx,approx,skip_kernel,1024,0,5,12349,0.013091,127703351,239061911,1536007,754680,520270.033265,0.072763142541,0.147964194819,0.091050680050,0.386860082026
conv_linear,exact,none,1024,0,5,12350,0.022543,167111859,349305382,1347149,637156,520241.923158,0,0,0,0
conv_malloc,exact,none,1024,0,5,12350,0.021973,160563997,290808770,1484196,698510,520241.923158,0,0,0,0
conv_linear_approx,approx,float,1024,0,5,12350,0.024826,175623837,379988808,1421219,699418,520241.926553,0.000000029019,0.000000057941,0.000000036847,0.000000224293
conv_linear_approx,approx,skip_kernel,1024,0,5,12350,0.013896,132794899,272692105,1132869,604454,520241.861816,0.062115234971,0.126371870141,0.077890248446,0.346770043951
conv_malloc_approx,approx,float,1024,0,5,12350,0.023656,172997229,335319166,1920351,981924,520241.926553,0.000000029019,0.000000057941,0.000000036847,0.000000224293
conv_malloc_approx,approx,skip_kernel,1024,0,5,12350,0.013131,127962777,238893093,1539858,866256,520241.861816,0.062115234971,0.126371870141,0.077890248446,0.346770043951
conv_linear,exact,none,1024,0,5,12351,0.022400,166218619,348671824,1264496,607509,520220.080176,0,0,0,0
conv_malloc,exact,none,1024,0,5,12351,0.021979,160508326,290798278,1474550,693328,520220.080176,0,0,0,0
conv_linear_approx,approx,float,1024,0,5,12351,0.024883,175693621,379560491,1427922,693194,520220.082110,0.000000028560,0.000000056913,0.000000036397,0.000000208893
conv_linear_approx,approx,skip_kernel,1024,0,5,12351,0.013834,132850142,272650548,1150240,606263,520217.168444,0.068768135506,0.139890847812,0.086136472943,0.405662799080
conv_malloc_approx,approx,float,1024,0,5,12351,0.023757,173363951,335150955,1922665,973964,520220.082110,0.000000028560,0.000000056913,0.000000036397,0.000000208893
conv_malloc_approx,approx,skip_kernel,1024,0,5,12351,0.013104,127451098,239022069,1525806,736935,520217.168444,0.068768135506,0.139890847812,0.086136472943,0.405662799080
conv_linear,exact,none,1024,0,5,12352,0.022359,166606365,348736721,1321245,608727,520248.371977,0,0,0,0
conv_malloc,exact,none,1024,0,5,12352,0.021952,160435700,290663259,1468632,703876,520248.371977,0,0,0,0
conv_linear_approx,approx,float,1024,0,5,12352,0.024845,175252083,379551762,1389606,686071,520248.370042,0.000000030153,0.000000060102,0.000000038333,0.000000224260
conv_linear_approx,approx,skip_kernel,1024,0,5,12352,0.013866,133180855,272708483,1159608,606554,520250.131283,0.065398207098,0.132774568375,0.081933879792,0.366885705706
conv_malloc_approx,approx,float,1024,0,5,12352,0.023828,173517052,335235169,1927274,981982,520248.370042,0.000000030153,0.000000060102,0.000000038333,0.000000224260
conv_malloc_approx,approx,skip_kernel,1024,0,5,12352,0.012837,128052066,239011718,1548014,746361,520250.131283,0.065398207098,0.132774568375,0.081933879792,0.366885705706
conv_linear,exact,none,1024,0,5,12353,0.022017,166347218,348699381,1280419,604798,520449.489768,0,0,0,0
conv_malloc,exact,none,1024,0,5,12353,0.021919,160322111,290863097,1487550,704368,520449.489768,0,0,0,0
conv_linear_approx,approx,float,1024,0,5,12353,0.024841,175856051,379561161,1411244,683223,520449.487759,0.000000030000,0.000000059621,0.000000038326,0.000000203739
conv_linear_approx,approx,skip_kernel,1024,0,5,12353,0.013567,132802279,272695578,1152644,606380,520453.395427,0.080408877537,0.163604264919,0.100375524210,0.445519445147
conv_malloc_approx,approx,float,1024,0,5,12353,0.023826,173375916,335354643,1931751,976109,520449.487759,0.000000030000,0.000000059621,0.000000038326,0.000000203739
conv_malloc_approx,approx,skip_kernel,1024,0,5,12353,0.013091,127745498,238923941,1551394,751412,520453.395427,0.080408877537,0.163604264919,0.100375524210,0.445519445147
conv_linear,exact,none,1024,0,5,12354,0.022373,166329483,348767889,1293184,601173,520413.551781,0,0,0,0
conv_malloc,exact,none,1024,0,5,12354,0.021975,160489665,290681942,1466509,706768,520413.551781,0,0,0,0
conv_linear_approx,approx,float,1024,0,5,12354,0.024901,175744131,379480288,1406026,757365,520413.551843,0.000000032785,0.000000065141,0.000000041933,0.000000232955
conv_linear_approx,approx,skip_kernel,1024,0,5,12354,0.013634,168741920,272625837,1139737,606456,520411.037593,0.074961256138,0.152650490764,0.093842000654,0.471554982258
conv_malloc_approx,approx,float,1024,0,5,12354,0.024020,173398506,335301387,1919810,983419,520413.551843,0.000000032785,0.000000065141,0.000000041933,0.000000232955
conv_malloc_approx,approx,skip_kernel,1024,0,5,12354,0.013102,127837316,238866574,1544702,733410,520411.037593,0.074961256138,0.152650490764,0.093842000654,0.471554982258
conv_linear,exact,none,1024,0,5,12355,0.022028,166539428,348709573,1286678,598649,520025.220416,0,0,0,0
conv_malloc,exact,none,1024,0,5,12355,0.022002,160731017,290800383,1481653,737030,520025.220416,0,0,0,0
conv_linear_approx,approx,float,1024,0,5,12355,0.024917,175657236,379407685,1420692,676968,520025.221176,0.000000029814,0.000000059495,0.000000037882,0.000000213496
conv_linear_approx,approx,skip_kernel,1024,0,5,12355,0.013673,132916120,272602185,1151668,599426,520026.492043,0.063189473968,0.128540658738,0.079193964470,0.351083787518
conv_malloc_approx,approx,float,1024,0,5,12355,0.023722,173295179,335168276,1932098,971736,520025.221176,0.000000029814,0.000000059495,0.000000037882,0.000000213496
conv_malloc_approx,approx,skip_kernel,1024,0,5,12355,0.013091,127205469,238901776,1539395,740987,520026.492043,0.063189473968,0.128540658738,0.079193964470,0.351083787518
conv_linear,exact,none,1024,0,7,12346,0.040065,238584897,516697921,1590137,622685,518276.369158,0,0,0,0
conv_malloc,exact,none,1024,0,7,12346,0.037397,223580813,437283571,1512599,736713,518276.369158,0,0,0,0
conv_linear_approx,approx,float,1024,0,7,12346,0.045216,254921873,597427157,1470200,688076,518276.369773,0.000000037955,0.000000075802,0.000000048092,0.000000289637
conv_linear_approx,approx,skip_kernel,1024,0,7,12346,0.019536,156248236,354100197,1243666,612377,518276.137528,0.053736058538,0.108324891145,0.067555961935,0.309443238486
conv_malloc_approx,approx,float,1024,0,7,12346,0.042793,245119787,495232999,1967534,1047502,518276.369773,0.000000037955,0.000000075802,0.000000048092,0.000000289637
conv_malloc_approx,approx,skip_kernel,1024,0,7,12346,0.017571,146877752,299813456,1580016,781502,518276.137528,0.053736058538,0.108324891145,0.067555961935,0.309443238486
conv_linear,exact,none,1024,0,7,12347,0.040046,238598736,516654981,1572974,616199,517986.745931,0,0,0,0
conv_malloc,exact,none,1024,0,7,12347,0.038153,223558961,437260622,1561538,740024,517986.745931,0,0,0,0
conv_linear_approx,approx,float,1024,0,7,12347,0.045193,254702172,597337311,1455449,689619,517986.744751,0.000000041803,0.000000083169,0.000000053384,0.000000327714
conv_linear_approx,approx,skip_kernel,1024,0,7,12347,0.019390,156138317,354100178,1230466,619522,517983.233750,0.057333033432,0.115729498956,0.072050897581,0.360523926934
conv_malloc_approx,approx,float,1024,0,7,12347,0.041937,244898633,495085598,1935822,997690,517986.744751,0.000000041803,0.000000083169,0.000000053384,0.000000327714
conv_malloc_approx,approx,skip_kernel,1024,0,7,12347,0.017658,146544412,299544519,1551047,781594,517983.233750,0.057333033432,0.115729498956,0.072050897581,0.360523926934
conv_linear,exact,none,1024,0,7,12348,0.040224,239308221,516784743,1576699,630158,518758.883256,0,0,0,0
conv_malloc,exact,none,1024,0,7,12348,0.037315,223360092,437239165,1514874,728212,518758.883256,0,0,0,0
conv_linear_approx,approx,float,1024,0,7,12348,0.045298,255082522,597343530,1484138,695950,518758.881729,0.000000041251,0.000000082094,0.000000052509,0.000000301250
conv_linear_approx,approx,skip_kernel,1024,0,7,12348,0.019384,156002993,353940006,1223640,622320,518756.563342,0.052468827217,0.105684966743,0.065964150272,0.312763790808
conv_malloc_approx,approx,float,1024,0,7,12348,0.041851,244967938,495237581,1947811,986453,518758.881729,0.000000041251,0.000000082094,0.000000052509,0.000000301250
conv_malloc_approx,approx,skip_kernel,1024,0,7,12348,0.017671,146973949,299691539,1571523,783412,518756.563342,0.052468827217,0.105684966743,0.065964150272,0.312763790808
conv_linear,exact,none,1024,0,7,12349,0.040313,238238800,516625882,1513363,619746,518238.361911,0,0,0,0
conv_malloc,exact,none,1024,0,7,12349,0.037881,223371775,437191509,1515295,730525,518238.361911,0,0,0,0
conv_linear_approx,approx,float,1024,0,7,12349,0.045371,255039075,597354553,1523963,757577,518238.363055,0.000000039723,0.000000079223,0.000000050468,0.000000289968
conv_linear_approx,approx,skip_kernel,1024,0,7,12349,0.019404,156143086,353905169,1233113,617788,518238.020282,0.053819133007,0.108584360332,0.067615771424,0.310295107992
conv_malloc_approx,approx,float,1024,0,7,12349,0.041847,245047215,495069354,1953031,974631,518238.363055,0.000000039723,0.000000079223,0.000000050468,0.000000289968
conv_malloc_approx,approx,skip_kernel,1024,0,7,12349,0.017468,146558503,299637112,1577252,790942,518238.020282,0.053819133007,0.108584360332,0.067615771424,0.310295107992
conv_linear,exact,none,1024,0,7,12350,0.041009,238708556,516781851,1561853,627860,518215.702602,0,0,0,0
conv_malloc,exact,none,1024,0,7,12350,0.038078,223153396,437208806,1516021,716539,518215.702602,0,0,0,0
conv_linear_approx,approx,float,1024,0,7,12350,0.045519,255823725,597760008,1521099,708034,518215.700894,0.000000037843,0.000000075597,0.000000047947,0.000000252953
conv_linear_approx,approx,skip_kernel,1024,0,7,12350,0.019408,155815488,353856881,1255150,619726,518210.608156,0.052693227598,0.106264041578,0.066255438174,0.305871789714
conv_malloc_approx,approx,float,1024,0,7,12350,0.041678,245224229,495006691,1957652,979913,518215.700894,0.000000037843,0.000000075597,0.000000047947,0.000000252953
conv_malloc_approx,approx,skip_kernel,1024,0,7,12350,0.017584,146700134,299551869,1568529,774805,518210.608156,0.052693227598,0.106264041578,0.066255438174,0.305871789714
conv_linear,exact,none,1024,0,7,12351,0.041028,238684561,517103768,1612122,635640,518186.491729,0,0,0,0
conv_malloc,exact,none,1024,0,7,12351,0.038101,223253471,437180653,1520370,751850,518186.491729,0,0,0,0
conv_linear_approx,approx,float,1024,0,7,12351,0.045337,254996778,597354257,1471600,741088,518186.491401,0.000000041086,0.000000081823,0.000000052300,0.000000313663
conv_linear_approx,approx,skip_kernel,1024,0,7,12351,0.019409,156081556,353810250,1271053,613591,518186.329857,0.059131878318,0.119295596600,0.074257955159,0.337646751225
conv_malloc_approx,approx,float,1024,0,7,12351,0.041759,244985915,495194866,1938467,981219,518186.491401,0.000000041086,0.000000081823,0.000000052300,0.000000313663
conv_malloc_approx,approx,skip_kernel,1024,0,7,12351,0.018173,149518678,299593170,1595506,789727,518186.329857,0.059131878318,0.119295596600,0.074257955159,0.337646751225
conv_linear,exact,none,1024,0,7,12352,0.040341,238584610,517069519,1581005,654813,518197.241199,0,0,0,0
conv_malloc,exact,none,1024,0,7,12352,0.038105,223491511,437255896,1548035,734051,518197.241199,0,0,0,0
conv_linear_approx,approx,float,1024,0,7,12352,0.045989,255271698,597416952,1483782,691449,518197.239462,0.000000040520,0.000000080849,0.000000051418,0.000000280805
conv_linear_approx,approx,skip_kernel,1024,0,7,12352,0.019355,155942032,353859103,1236920,617508,518196.120042,0.054730890235,0.110374756630,0.068745656483,0.333764530826
conv_malloc_approx,approx,float,1024,0,7,12352,0.042136,244894912,495120101,1944428,980485,518197.239462,0.000000040520,0.000000080849,0.000000051418,0.000000280805
conv_malloc_approx,approx,skip_kernel,1024,0,7,12352,0.017479,146711831,299508475,1578319,758703,518196.120042,0.054730890235,0.110374756630,0.068745656483,0.333764530826
conv_linear,exact,none,1024,0,7,12353,0.040281,238538229,516730506,1555690,624082,518414.762664,0,0,0,0
conv_malloc,exact,none,1024,0,7,12353,0.037414,223770396,437300043,1564847,746587,518414.762664,0,0,0,0
conv_linear_approx,approx,float,1024,0,7,12353,0.045225,254946528,597258737,1495709,688662,518414.759781,0.000000039070,0.000000077934,0.000000049648,0.000000271990
conv_linear_approx,approx,skip_kernel,1024,0,7,12353,0.021607,155851746,353808612,1227331,605250,518418.901901,0.055979656382,0.112959968548,0.070355818721,0.349489770259
conv_malloc_approx,approx,float,1024,0,7,12353,0.042754,245250447,495083092,1987190,1010551,518414.759781,0.000000039070,0.000000077934,0.000000049648,0.000000271990
conv_malloc_approx,approx,skip_kernel,1024,0,7,12353,0.017942,146705286,299550732,1560112,767912,518418.901901,0.055979656382,0.112959968548,0.070355818721,0.349489770259
conv_linear,exact,none,1024,0,7,12354,0.040659,238576650,516795306,1563256,670772,518376.799567,0,0,0,0
conv_malloc,exact,none,1024,0,7,12354,0.038076,223156952,437329206,1538356,735248,518376.799567,0,0,0,0
conv_linear_approx,approx,float,1024,0,7,12354,0.045286,255176709,597566986,1478595,702753,518376.800228,0.000000039398,0.000000078546,0.000000050082,0.000000284611
conv_linear_approx,approx,skip_kernel,1024,0,7,12354,0.019377,156383586,353855643,1221380,614392,518374.415932,0.052787794880,0.106501865772,0.066379007235,0.343382735742
